"gender","usage","credit","loan","history","accounts","status"
"男性",1.12727150898427,3000,0,3,0,3
"女性",0,5000,0,0,0,0
"女性",0.691104275127873,3000,0,0,6,0
"女性",0,5000,20519,0,2,0
"女性",0.565160386250354,5000,0,0,1,0
"女性",0.861366971777752,5000,0,0,1,2
"女性",1.24482963620685,5000,0,0,11,0
"女性",1.2808851055475,3000,0,2,3,1
"男性",1.04537425327115,7000,4028,0,0,0
"女性",1.28280250605661,5000,0,0,9,1
"男性",1.22547415438108,3000,0,0,1,0
"女性",0,2000,573,0,6,0
"男性",1.21604488391429,5000,0,0,6,6
"女性",0,3000,0,0,3,1
"女性",0.77831980722025,5000,0,0,3,2
"女性",0.235980262509547,10000,0,0,2,0
"男性",0.286469914680347,4000,0,2,1,1
"男性",1.27999922740739,1000,0,5,0,1
"男性",0,20000,0,0,1,0
"男性",1.03635174185038,3000,0,0,6,3
"女性",0.433429274405353,3000,0,0,7,0
"男性",1.20972763552796,5000,0,2,5,0
"女性",0,8000,0,0,4,0
"男性",1.64934760609642,5000,0,4,12,2
"男性",1.20193155593704,2000,0,2,0,1
"男性",0,8000,0,0,3,0
"女性",0.906375137050636,3000,0,1,2,1
"男性",1.0720186381042,4000,0,1,3,0
"男性",0.24395800080616,5000,0,6,0,2
"女性",0.242737360596657,10000,0,0,2,0
"女性",0.174262188454159,5000,0,0,1,0
"男性",1.23645041567739,3000,0,4,0,4
"男性",0.124609687281772,5000,0,0,0,3
"男性",1.22199563732836,3200,0,0,8,0
"男性",0.245734676960856,5000,1935,0,2,0
"男性",0.726054194243625,3000,0,0,8,0
"女性",0.917159833912738,1000,0,2,3,3
"男性",0.21987705655396,8000,0,0,1,0
"男性",1.28057544762269,3000,0,2,7,0
"男性",0.653852681899443,8000,0,0,10,0
"男性",0,5000,0,1,1,2
"男性",1.0222654694505,4000,0,1,8,1
"男性",1.27164485575166,3000,0,3,1,2
"男性",0.975357180736028,3000,0,2,0,0
"女性",0.491384748895653,6000,0,0,8,2
"女性",0.141931820791215,5000,0,0,3,1
"女性",0.937452595392242,5000,0,0,0,1
"男性",0.767690842505544,5000,1829,3,2,1
"女性",0.334611673480831,20000,1835,0,1,0
"男性",0,1000,0,0,1,0
"男性",1.0836272954708,1000,0,1,5,2
"女性",0.287897048955783,3000,0,0,21,0
"女性",0.512330404566601,8000,0,0,4,0
"男性",1.28503214849625,2000,0,1,12,3
"女性",0.559247494270094,10000,0,0,1,3
"男性",1.11799363513011,4000,0,1,18,4
"男性",0.953358804197051,6000,0,6,4,5
"男性",1.12111698210705,3000,0,3,4,2
"男性",0,5000,0,0,5,0
"男性",0.975757322795689,2000,0,0,0,2
"男性",1.12208423678298,6000,0,0,2,4
"女性",0.39740770786535,5000,0,0,3,0
"男性",0.485565328788944,10000,0,12,4,3
"女性",0.730620431499556,5000,0,0,2,1
"男性",1.10300646162126,8000,0,0,4,2
"男性",0.885643175253645,3000,0,3,1,1
"女性",0.854988655806519,50000,0,0,1,0
"男性",1.13554399233311,6000,1582,0,5,3
"女性",0.242580154808238,2000,968,0,0,3
"男性",0.12211920235306,30000,4212,0,1,0
"男性",0,5000,0,0,0,7
"男性",0.135921051427722,5000,0,0,0,0
"女性",0.874660381721333,4500,0,6,0,3
"男性",0.812396854725666,3000,0,1,9,1
"男性",0.953225970761851,1000,0,1,10,0
"男性",1.17813130091876,3000,0,6,2,2
"女性",0.349003819054924,8000,0,0,2,0
"男性",0,5000,1717,0,0,2
"女性",1.23635094800498,2000,0,3,3,1
"女性",1.2463572845608,5000,5539,2,3,2
"男性",1.14712414524052,10000,0,1,1,0
"男性",0.970490644834936,3000,0,3,3,5
"男性",0.162900374396704,4000,0,0,0,0
"男性",1.06164752151351,10000,0,2,5,1
"男性",1.10617375215515,3000,0,2,1,3
"女性",0.630831525819376,6000,0,1,4,1
"男性",0.717471936014481,5000,0,0,2,2
"女性",1.29581589859445,3000,0,1,6,2
"男性",0.664177911062725,3000,0,1,1,0
"男性",0.985537205096334,5000,0,1,2,2
"女性",1.03760368846357,2000,0,1,1,1
"女性",0.407695777281187,3000,0,0,3,2
"男性",1.06639594777022,3000,0,0,0,2
"男性",0,5000,0,0,1,0
"男性",0.543478020066395,1000,0,0,0,0
"男性",1.22198318529408,2500,0,7,7,3
"女性",0.874765829350799,2500,0,0,7,3
"男性",1.17321843100246,4932,0,5,0,3
"男性",1.14889800634235,5000,0,0,5,0
"男性",0.916915480978787,5000,0,1,1,0
"女性",1.25225387585349,2000,0,1,0,2
"女性",1.05317903928459,4000,0,0,0,2
"女性",0.764662033650093,5000,0,0,0,2
"女性",0.984065343225375,10000,0,2,0,2
"女性",1.10993859024253,3000,0,4,9,3
"女性",0.199325481420383,10000,0,0,0,0
"男性",1.22944897556212,5000,0,1,0,2
"男性",1.22760766644962,2000,0,1,5,0
"男性",1.28796186777763,5000,0,10,18,3
"男性",0,4000,0,0,1,3
"男性",0.313448406332172,3000,0,0,0,0
"男性",1.02119668252766,3000,0,1,2,1
"男性",1.00838718307205,8000,0,2,4,2
"男性",1.23996972709429,4000,0,0,13,0
"女性",1.09605315417051,5000,0,0,14,0
"男性",1.04715030629653,2000,0,6,5,4
"女性",0,10000,6776,1,2,0
"男性",1.14263821583707,3000,0,3,0,3
"男性",1.2287120272778,3000,0,4,3,6
"男性",0.93473465338815,6000,0,1,3,1
"男性",1.1541770949401,2000,0,0,0,1
"男性",1.26994314833544,3000,0,5,0,2
"男性",1.19249484533444,3000,0,2,6,2
"男性",0.756951313558966,5000,569,0,1,3
"男性",1.47158699173015,10000,0,0,5,0
"男性",1.03245337107684,3000,0,6,8,1
"男性",0.612619011658244,3000,0,0,0,3
"男性",1.06939173166174,9500,708,0,2,3
"女性",0,1000,0,0,1,1
"男性",0.231146205165423,5000,0,0,0,2
"男性",1.15183313501067,3000,722,0,10,7
"男性",1.0075504639186,10000,8932,0,2,0
"男性",1.26631688533351,1000,0,0,7,1
"男性",0.266987389596179,5000,0,0,3,1
"男性",1.27547655662056,3000,0,1,4,2
"男性",0.054000728270039,20000,7645,0,0,0
"男性",1.6508348712232,2000,0,1,5,2
"男性",0.929640044574626,5000,0,3,1,1
"女性",0.970173244429752,2000,0,4,3,1
"男性",1.0213702713605,5000,0,5,2,0
"男性",1.1958222460933,4000,0,0,5,4
"男性",1.25233054739423,3000,0,0,2,0
"男性",0,3000,0,0,0,1
"男性",1.15950215141755,3000,0,2,1,2
"女性",0.214705400634557,5000,0,1,0,0
"男性",0.424748709998093,3000,0,1,2,0
"女性",0.533894463456236,3000,0,0,2,0
"男性",0.125056554335169,5000,0,0,0,1
"男性",0,8000,0,0,10,0
"男性",1.02066301891115,3000,0,1,7,3
"男性",1.0463912475761,3000,0,1,0,1
"女性",1.0934347331943,6000,4692,0,16,2
"男性",1.0581282584602,5000,1625,4,6,2
"女性",0.539990321323276,5000,0,0,1,0
"男性",1.14282054276671,3000,0,2,0,1
"男性",1.1731620559236,10000,9162,0,8,2
"男性",0.998583696275018,3000,1750,3,0,1
"女性",1.10830708516296,10000,0,0,3,6
"男性",0.14793874965515,3000,2528,0,5,0
"男性",0,3000,0,0,0,1
"男性",0.118025782178156,3000,0,3,0,0
"男性",0.46177816290874,3000,0,0,2,0
"男性",0,10000,0,2,0,2
"女性",1.15123504124116,6000,0,3,1,2
"男性",0.468592242547311,3000,0,2,3,1
"男性",0.315096082799137,2000,0,0,4,3
"女性",1.04099864745513,5000,0,3,1,3
"女性",0.296432338189334,3000,0,0,0,0
"男性",0.470686781951226,5000,0,0,1,0
"男性",1.21742291001137,3000,0,1,1,2
"女性",1.081521240375,5000,0,1,2,1
"女性",0,3000,0,0,0,2
"男性",0.747879681303166,2000,0,4,3,2
"女性",0,3000,0,0,0,0
"男性",1.06285762006417,3000,0,2,2,2
"男性",1.21386037595104,6000,0,2,0,0
"女性",0,3000,0,1,4,0
"男性",1.29214726251084,2000,0,0,2,1
"女性",0,5000,0,1,1,0
"男性",1.0047862312058,12500,0,0,14,0
"男性",0,3000,0,0,0,3
"女性",0,5000,0,0,1,0
"女性",0.265941415382549,1500,0,0,3,0
"男性",0.429664339339361,3000,0,5,2,2
"男性",0.14886309158057,5000,0,0,3,0
"男性",1.13858158859424,3000,0,0,9,2
"男性",0.886049664942548,3000,0,0,2,4
"男性",1.27492446011398,3000,0,18,10,2
"男性",1.27901003440842,2500,0,2,7,5
"男性",0.699926068880595,5000,0,1,3,2
"男性",1.12044557275716,1600,0,0,5,1
"女性",1.15824956388678,3000,0,1,0,1
"男性",0.279435150609352,5000,0,0,9,0
"女性",0.802482676580548,3000,4752,0,9,2
"男性",0,5000,0,0,0,0
"女性",0.584060330269858,5000,0,0,4,0
"男性",0.500476884916425,6000,0,0,0,0
"男性",0.275454902783968,3000,0,1,5,7
"男性",0,20000,4078,0,1,3
"男性",1.26090457171667,3000,0,1,2,0
"男性",2.08274034234695,2000,0,5,11,2
"男性",0.328457938642241,3000,0,0,1,1
"男性",0.506676535923034,5000,0,0,1,0
"男性",0,3000,0,0,1,2
"男性",0.18243867250625,5000,0,0,3,2
"男性",1.02910490650218,5000,0,1,0,0
"女性",0.246953132515773,5000,0,0,2,0
"男性",0,3000,0,0,0,0
"女性",1.14547103064135,4999,0,0,0,4
"女性",1.27424352806062,5000,0,5,4,3
"男性",0.847093977238983,2000,0,5,1,3
"女性",1.30606592238415,2000,0,3,7,2
"男性",1.28205333435442,3000,0,1,11,5
"男性",1.02216509222053,5000,0,2,1,1
"男性",1.07175132562406,2000,0,0,11,4
"男性",0,3000,0,2,5,5
"男性",0,5000,0,1,0,1
"男性",0.888326649330556,5000,0,0,7,0
"男性",1.2991038456792,3000,0,3,1,2
"男性",1.10537898757961,10000,3373,2,1,2
"男性",1.08390562627465,1000,0,7,2,3
"女性",1.22423826891463,5000,0,0,1,0
"男性",0,10000,0,0,2,0
"男性",0.22576922704,3000,0,0,0,1
"女性",0.795213575586677,20000,0,0,8,0
"男性",0,3000,0,2,0,0
"男性",0.505035554547794,3000,2521,6,2,1
"男性",0.986144786234945,3000,0,1,1,2
"男性",0.21486567302607,1000,238,0,1,0
"女性",0.949361880132928,5000,0,10,4,1
"女性",1.14932375653647,5000,0,0,5,3
"女性",0,3000,0,0,2,0
"男性",0.251602131277323,1000,0,0,1,2
"男性",0.282009313851595,3000,1851,15,1,1
"男性",0,3000,0,0,3,0
"男性",1.17595213905442,3000,0,2,7,3
"女性",0.388514699344523,5000,0,0,1,0
"女性",0,3000,0,0,4,1
"女性",0.255000492325053,30000,10917,0,2,0
"女性",1.17254377733916,3000,0,0,17,4
"男性",1.18518485631794,5000,0,4,6,5
"男性",1.10234065622557,3000,0,0,2,3
"男性",1.17473359039985,2000,0,1,7,7
"男性",0.0706547649344429,3000,0,0,3,1
"男性",1.03930869217962,2000,0,0,7,2
"男性",1.12229222479276,5000,0,0,1,0
"女性",0.939826827934012,7000,2964,30,16,2
"男性",0.275006586275995,8000,2028,0,0,0
"男性",1.16949765141588,3000,0,4,2,1
"男性",1.30853460562881,2000,0,0,6,0
"男性",1.01265494620893,3000,0,2,11,1
"女性",1.15804500144906,3000,0,0,0,2
"女性",0,30000,6726,0,3,0
"男性",0.499210013551638,6000,0,0,0,0
"男性",1.09181415870786,3000,0,0,7,3
"男性",1.21954405602999,10000,9872,1,10,1
"男性",0.420279105822556,5000,0,0,0,0
"男性",0,5000,0,0,0,0
"女性",0.288572079292499,15000,0,0,1,0
"男性",1.17338502058294,3000,0,1,15,1
"男性",1.11675236051902,10000,204,0,1,0
"男性",1.06886965797748,6000,2311,1,7,0
"女性",1.06375764906406,4000,0,1,9,1
"女性",1.54039351784624,2000,0,0,5,1
"女性",2.86958912026603,10000,15689,4,5,2
"男性",1.00009837580845,5000,0,0,12,4
"女性",1.21853440577164,5000,0,0,2,1
"男性",0.9918907454703,4000,0,3,0,3
"男性",1.10595059082843,3000,0,0,6,7
"女性",0,3000,0,0,3,0
"男性",0,3000,0,2,3,1
"男性",1.17662017180119,10000,0,2,1,2
"男性",0.99551192084793,5000,697,3,2,1
"男性",1.03989161538426,5000,0,0,1,1
"男性",1.1249869838031,10000,0,0,6,0
"男性",0.803158080112189,3000,0,0,0,1
"女性",1.18513410039246,3000,0,1,2,3
"男性",0,5000,0,0,0,3
"女性",0,5000,0,0,1,2
"女性",0.239358419394121,3000,0,0,4,0
"男性",1.22793804121669,5000,0,2,4,2
"男性",0,2000,0,0,1,0
"女性",0.112402918925509,10000,0,0,1,0
"男性",0.468039466664195,3000,0,0,10,2
"男性",1.20262800572906,3000,0,3,0,2
"男性",1.07747404783498,16000,14793,0,4,0
"男性",2.00643139239401,5000,0,6,13,7
"男性",0,3000,0,1,4,3
"男性",0.782056528385729,3000,0,1,4,3
"女性",0.159940944616683,5000,0,0,4,0
"男性",0.295239112074487,3000,0,0,4,2
"女性",0.272231550980359,7000,0,0,1,2
"男性",0.274631366333924,3000,0,1,0,0
"男性",0,2000,0,0,0,1
"男性",0.197660067710094,6000,8443,0,4,0
"女性",0,2000,0,0,1,1
"男性",0.600819914080203,3000,0,0,1,2
"男性",1.14528787822928,3000,0,1,2,3
"女性",0.438516625273041,3000,0,2,0,1
"男性",1.25132771460805,3000,0,14,3,3
"女性",0,3000,0,0,0,0
"男性",1.22835408997722,5000,0,3,3,3
"男性",0.881702324394137,3000,0,3,1,3
"男性",0.832872009244747,8000,0,0,2,2
"男性",0,5000,0,0,0,0
"男性",0.676971095269546,3000,0,0,7,1
"男性",1.2468546606414,3000,0,6,0,3
"女性",0,5000,0,0,1,3
"女性",0.336992753357626,3000,0,0,1,1
"男性",0.666713626752608,3000,0,0,3,0
"男性",0.417667371598072,3000,0,0,0,0
"男性",0,5000,0,0,5,0
"女性",0,3000,0,0,1,2
"男性",0.154457768881693,10000,3323,0,4,3
"男性",1.29463524966966,5000,0,3,1,7
"女性",0.508881975705735,8000,1939,0,3,0
"女性",0.0477550468593836,5000,0,0,0,0
"女性",1.0853283343045,3000,0,2,1,0
"男性",0.35888094807975,2000,0,0,2,3
"女性",0.225073623252101,6000,0,0,0,0
"女性",0.347392516480759,18000,2626,0,2,0
"男性",0,10000,0,0,2,0
"男性",1.3437661519181,3000,0,3,0,2
"男性",0.284448158689775,6000,5524,0,1,3
"男性",1.02900267526507,1000,0,0,18,4
"女性",0.0753851805860177,10000,0,0,0,0
"男性",1.23934693450574,10000,0,0,5,0
"男性",0,20000,2573,0,0,0
"男性",1.10251834932249,5000,0,4,6,1
"男性",1.02257210120559,5000,0,5,5,1
"男性",1.10346677604597,5000,0,0,3,0
"男性",0,10000,0,0,1,1
"男性",0.70119939672295,3000,0,2,1,2
"女性",1.13892140978016,3000,0,0,2,0
"男性",1.23338437819853,8000,1211,0,2,0
"男性",0.483707716790959,3000,0,1,1,2
"男性",1.02994688028004,5000,0,1,0,2
"女性",0.032173279132694,5000,0,0,2,0
"女性",0,5000,0,0,4,1
"男性",0.383710308857262,10000,3831,0,1,0
"男性",0.657430730271153,2000,0,6,6,2
"男性",0.349755495162681,3000,0,0,7,0
"男性",0.246276669688523,6000,2194,0,3,0
"男性",1.06466442979872,3000,1837,6,2,2
"女性",1.27820859224536,3000,0,1,0,0
"男性",1.29802425473463,1000,0,5,2,4
"男性",0.982619221699424,2000,0,1,0,1
"男性",0.116008764645085,2000,4248,0,4,0
"男性",0.997247573020868,8000,0,1,16,0
"男性",1.07551874389872,3000,0,0,0,0
"男性",1.02187879688106,5000,0,2,1,2
"男性",0.225185500732623,6000,0,0,0,0
"男性",0.445644536954351,3000,2396,0,2,0
"男性",0.827220371081494,3000,0,8,0,3
"男性",0.116250950042158,5000,0,2,1,1
"男性",1.1596370808268,2000,0,0,0,0
"男性",1.17245604839642,3000,1468,1,5,2
"男性",1.16469461249188,2000,0,0,0,3
"男性",0.573585103298537,8000,0,2,3,0
"男性",1.36519158538897,3000,0,4,1,2
"女性",1.18948569313157,10000,0,0,2,0
"女性",1.17364165974315,1000,0,6,8,3
"男性",1.19847430309746,3000,0,4,5,4
"男性",1.11297895002179,5000,0,3,0,1
"男性",0,3000,1939,0,2,2
"女性",0.0613214683206752,10000,3694,0,0,0
"女性",0.0882527428120375,10000,0,0,1,0
"女性",0.450473603475839,3000,0,0,0,0
"女性",0.404886800935492,2000,0,1,2,1
"女性",0.783229201273061,5000,0,0,2,0
"男性",1.3003979919944,3000,0,0,10,0
"女性",1.04053264869377,3000,0,0,0,0
"女性",0,10000,0,0,5,3
"男性",1.22334440082777,5000,0,2,11,1
"女性",1.27248228620738,2000,0,1,7,2
"男性",1.3198243697593,5000,0,8,3,7
"男性",1.03431871274952,10000,3033,0,5,2
"男性",0.233910359973088,3000,0,0,1,2
"男性",0,8000,1637,0,1,2
"女性",0.375250119175762,5000,15314,0,6,0
"男性",1.11395530940965,3000,0,3,0,2
"男性",1.28310778714716,4000,0,0,13,0
"男性",0.229144515371881,6000,0,0,3,2
"男性",4.68320571198594,10000,6811,9,1,1
"女性",0.594847340495326,15000,0,0,3,2
"男性",0.975964167742059,12000,2318,9,9,3
"男性",0.614361062822864,1000,0,1,3,1
"男性",0.503158114035614,10000,2682,0,4,1
"女性",0.858772216937505,5000,1124,1,1,0
"女性",0,20000,2286,0,2,0
"男性",1.29960254272912,5000,0,0,2,3
"男性",1.08182410882786,3000,0,1,2,2
"男性",0.969265248961747,8000,0,2,1,0
"女性",6.02441781568807,12000,13799,2,18,1
"男性",0.652380595137365,3000,0,0,0,0
"男性",1.08870691462886,2000,0,0,7,0
"男性",1.12061631863005,6000,0,0,2,0
"女性",0.53963620452676,8000,2103,0,0,0
"男性",1.15075230542105,30000,5577,0,1,0
"男性",0,3000,0,0,0,1
"男性",1.09700828712434,5000,0,0,0,0
"女性",0.740169923780486,3000,0,0,0,0
"女性",0.606461928146891,3000,0,0,0,2
"男性",0.330538718020543,3000,0,0,1,0
"男性",0,3000,0,0,0,2
"男性",1.02100970787462,5000,0,6,2,3
"女性",1.2358247675281,5000,0,0,3,0
"男性",0.358502655741759,3000,0,0,0,1
"男性",0.26724624376744,3000,0,3,5,2
"男性",0.170418507326394,3000,0,1,6,0
"男性",0.693971511414274,5000,7006,0,3,1
"男性",1.18843884196132,5000,0,1,0,3
"男性",1.0745279667154,3000,0,1,0,2
"男性",0.273861450329423,2000,0,0,5,0
"女性",1.19381033396348,3000,0,4,0,2
"男性",0.113309666598216,3000,0,2,7,0
"男性",0.603410124303773,5000,0,0,0,0
"男性",0,5000,0,0,1,2
"男性",0.988679232774302,39000,0,0,0,0
"女性",1.30856462248135,3000,0,0,6,0
"男性",0.220570653923787,8000,16316,2,2,1
"男性",0.711511763175949,10000,0,0,0,0
"男性",1.07323490051553,3000,0,4,0,0
"男性",1.66727936225012,3000,0,3,9,0
"男性",1.16364716912154,3500,0,2,9,5
"男性",0.930625080931932,3000,1624,0,7,0
"女性",1.19031331315637,5000,0,1,1,3
"男性",0,1000,0,0,3,1
"男性",1.13283254355658,3000,0,7,0,2
"女性",1.36915069796145,5000,0,0,5,1
"女性",0.849701396594755,3000,0,0,0,1
"女性",0,5000,0,0,2,6
"男性",1.25140849459916,10000,3758,0,1,0
"男性",1.04598407424055,3000,0,0,1,0
"女性",0.734001299859956,3000,0,0,1,1
"男性",0.358392217038199,5000,0,0,1,0
"男性",0.285805008029565,5000,0,0,0,0
"男性",0,10000,9339,0,1,0
"女性",0.321063228617422,10000,0,0,1,0
"男性",0.893934869994409,5000,0,3,3,3
"男性",1.48647752396297,5000,0,6,14,2
"男性",0.664420769657008,5000,4583,6,1,4
"女性",0.484317449028604,3000,0,3,1,3
"女性",0.731966869235039,3000,0,0,0,0
"男性",0.901817762972787,3000,0,3,4,2
"女性",1.04696409994736,2000,0,0,13,0
"女性",0.586038708062842,5000,0,3,5,2
"男性",1.30548244462814,4000,3547,1,9,0
"女性",1.15924240381457,1000,1666,2,0,2
"男性",0.520937753273174,10000,0,1,2,1
"女性",0.412328438740224,3000,0,2,1,3
"男性",0.255764421653003,2000,0,1,7,3
"男性",1.07079004947096,3000,0,2,0,2
"男性",1.19571246569045,1000,1190,0,12,0
"男性",0.220361815947108,7000,855,1,2,0
"男性",0.989489207887091,5000,0,3,0,2
"男性",1.08109633353539,3000,0,0,1,0
"男性",1.36127689362504,3000,0,0,11,0
"男性",0,4000,2767,0,1,0
"男性",1.12179300707765,5000,0,6,0,3
"男性",0.95960041584447,3000,0,1,1,2
"女性",1.27403447567485,3000,2369,3,4,3
"男性",0,3000,0,5,0,2
"男性",0.96075027143117,4000,0,0,1,1
"男性",1.31692905103322,3000,0,3,9,2
"男性",0.211701851636171,4500,0,0,4,0
"女性",1.18949306255672,10000,2027,1,4,2
"男性",1.12483133545611,3000,0,1,0,0
"女性",0.561716360813007,3000,0,0,4,0
"女性",0.356410925653763,10000,1541,4,2,2
"男性",0.0162806816538796,30000,2955,1,1,0
"男性",0.97453416463919,10000,6617,4,2,3
"男性",1.12010413624812,2000,0,0,17,1
"女性",1.23720485595521,5000,0,0,1,0
"男性",0.33465680250898,20000,14334,0,0,0
"男性",1.20880929563195,3000,0,5,0,0
"男性",0.432096898942254,5000,0,0,0,0
"女性",0,5000,1280,0,1,2
"男性",1.2457682033442,3000,0,2,1,2
"女性",1.26292771085165,5000,0,1,9,2
"女性",0.243044204125181,5000,0,0,5,0
"男性",0.972312109391205,1000,0,1,8,0
"女性",0.341680236980319,5000,0,0,4,3
"男性",0.1282818640396,3000,0,0,2,2
"女性",1.56192010432482,1000,0,0,16,2
"男性",1.23780639532488,4000,1897,5,0,2
"男性",0.950141691374592,3000,0,0,2,0
"男性",1.18669135987293,5000,0,7,7,2
"女性",1.06793097263668,3000,0,0,0,2
"男性",1.13247715204954,3000,0,1,1,2
"女性",0.438717798250727,3000,0,3,0,2
"男性",0.850445552100427,3000,0,3,1,2
"女性",0.358995131920092,3000,0,0,2,0
"女性",0,6000,0,0,1,0
"男性",0.536580722411163,5000,0,5,3,2
"男性",1.14675726636779,5000,0,1,5,5
"男性",0,5000,0,0,4,4
"女性",0.663072641151957,5000,2017,1,3,0
"男性",0,5000,0,0,15,1
"男性",0.121933922739699,3000,0,4,2,2
"男性",0.46481931976974,10000,0,6,1,2
"男性",1.05727719231509,3000,0,0,3,0
"男性",0.266196193778887,10000,0,0,5,1
"男性",0.281326692015864,5000,4089,0,4,0
"男性",1.28179395708721,5000,0,2,3,1
"女性",0,5000,0,0,0,3
"男性",0,10000,0,0,2,0
"女性",1.16600330377463,3000,620,0,10,5
"女性",0,10000,4673,0,5,0
"女性",0.86682475623209,2000,0,0,0,0
"男性",0.76585374800954,3000,0,0,1,0
"男性",0.31663735109847,5000,0,0,9,3
"男性",0,8000,3160,1,0,2
"男性",1.29741427015048,5000,0,7,1,6
"男性",1.29766383391805,2000,0,1,15,2
"女性",1.06810642653611,3000,0,6,2,1
"男性",0.91061860084068,5000,0,0,1,4
"男性",1.28301479319576,3000,0,0,12,2
"男性",1.97634455290623,3000,2419,1,16,7
"女性",0.178416637321934,3000,6959,0,8,0
"男性",0.660118110487238,2500,0,0,7,0
"男性",0.627324545504525,20000,2919,0,1,0
"女性",0.236617294196039,3000,0,0,0,0
"男性",0.190834058350883,8000,0,0,0,0
"男性",0.266458306354471,3000,0,0,2,6
"男性",0.467689848933369,5000,0,1,3,2
"男性",1.10870725152548,4000,0,0,0,0
"男性",0.293634477513842,5000,0,0,1,2
"男性",1.20931657427922,40000,2443,0,2,0
"男性",1.31423488585744,3000,0,6,3,2
"男性",1.13112922619097,5000,0,5,0,3
"女性",1.15739538303111,3000,0,4,8,2
"男性",1.74687200767919,3000,0,0,10,6
"男性",1.01581814734731,10000,6867,0,12,0
"女性",0.384600699371658,5000,0,0,1,0
"男性",1.41855858147144,8000,0,0,4,0
"女性",1.07064243825153,4800,0,0,2,0
"男性",1.01329544589855,4999,2040,0,2,0
"男性",1.23853306407575,2000,0,6,2,4
"男性",1.64878416332882,8000,0,1,4,4
"男性",0.990621167952195,3000,0,6,2,3
"男性",1.06829938553739,5000,5485,3,28,0
"男性",1.14961777133401,5000,1069,1,0,2
"女性",1.21483479365706,3000,0,3,0,2
"男性",0,3000,0,0,0,2
"男性",0.439676954075694,3000,0,0,2,0
"男性",0,3000,0,0,2,2
"男性",0.719738103202544,5000,0,9,6,1
"男性",0.829814747618511,3000,0,2,0,2
"男性",0.267132144030184,5000,0,0,10,0
"女性",0,10000,0,0,4,0
"男性",0.735102684441954,3000,0,0,0,1
"男性",0.115224740402773,12000,2073,0,1,1
"女性",0.971697410969064,5000,0,1,2,0
"男性",1.07679880255833,30000,3450,3,0,1
"男性",0,5000,0,0,1,0
"男性",1.09532817375381,3000,0,2,3,1
"男性",0,3000,0,0,0,0
"男性",1.00289449036121,3000,0,0,3,2
"男性",0,3000,0,1,1,2
