"gender","usage","credit","loan","history","accounts","status"
"男性",0.437453421968967,3000,0,7,3,2
"男性",1.24370499187149,3000,0,10,1,2
"男性",0.950149037661031,10000,0,0,0,0
"男性",1.22338582943194,3000,0,0,2,2
"男性",0.431042979378253,3000,0,2,0,2
"男性",0.380046512563713,35000,3259,0,0,0
"男性",0.762500375313684,4000,0,3,0,2
"男性",1.11628555203322,5000,0,2,0,1
"女性",0,2000,0,1,1,3
"女性",1.26400583485141,20000,1810,3,1,1
"女性",0,3000,0,0,0,3
"女性",0.554448831407353,10000,0,1,2,5
"男性",1.06562215095386,5000,0,0,0,0
"女性",0.44579635898117,30000,0,0,1,0
"男性",0.698013008185662,5000,0,1,7,0
"女性",0.3696197091043,5000,900,0,4,0
"女性",0,10000,0,0,0,0
"男性",0.960814242451452,3000,0,2,0,2
"男性",1.07141746178269,5000,0,2,2,1
"女性",1.07962822438218,5000,0,1,4,0
"女性",0.966781396688893,3000,0,1,1,2
"男性",1.2100097285118,1500,0,0,3,0
"男性",0.600075354576111,5000,9400,0,11,0
"男性",0,3000,0,2,0,2
"男性",1.05635558086447,3000,0,5,9,3
"男性",1.08914215632249,2000,0,2,6,2
"男性",1.26593119904865,10000,0,0,0,0
"男性",0.420839115395211,5000,1449,0,0,3
"女性",1.03438486013561,5000,0,0,14,2
"男性",0.920321129872464,3000,0,1,1,0
"女性",0.332100517852232,5000,0,9,2,2
"男性",0.409338361769915,5000,0,0,0,0
"男性",0,7200,0,0,1,0
"男性",0.29032736139372,3000,0,8,4,3
"男性",0.784633571878076,10000,0,2,1,0
"男性",1.26602337584365,6000,0,3,1,2
"男性",1.1531875891285,3000,0,1,3,0
"女性",1.29838536071125,20000,3733,1,2,0
"男性",1.18429845053703,2000,0,0,13,2
"女性",1.0449874972878,5000,0,6,3,2
"女性",0.303930076067336,4000,0,0,3,0
"男性",0.334213727978058,5000,0,1,0,0
"男性",0.246576616284437,5000,0,0,1,2
"男性",0.181034623580053,4000,0,2,0,2
"男性",1.05041683835909,8000,1551,0,7,0
"男性",0.60651598057244,3000,0,0,0,0
"男性",0.68299190395046,5000,0,9,2,1
"男性",1.19876719152555,3000,0,1,0,2
"男性",1.03769926104695,2000,2017,0,7,4
"男性",0.462843571663834,3000,0,3,0,2
"男性",0.0773954176949337,3000,0,0,0,2
"女性",1.28812452863436,5000,0,7,7,3
"男性",0.626653108582832,3000,0,0,3,0
"男性",0.859726056209765,3000,0,0,6,5
"男性",0.377309043402784,3000,0,1,4,0
"女性",1.01936603968497,5000,0,1,5,3
"男性",0.493323503993452,3000,0,4,3,2
"男性",1.0668709218502,3000,0,1,0,2
"男性",0.929527890011668,15000,0,5,1,3
"男性",1.14726871227846,3000,0,1,1,2
"男性",1.22087314052973,1000,0,4,4,2
"女性",0.862743950467557,3000,0,2,1,2
"女性",0.490125414459035,3000,0,0,0,1
"男性",0,5000,0,0,1,2
"女性",0.146398624945432,3000,0,0,2,1
"男性",1.05682565520052,5000,0,0,11,1
"男性",0.769259585775435,13000,0,1,1,2
"女性",1.21149229317438,4000,0,1,3,0
"男性",1.28096327569336,3000,0,6,16,0
"女性",0.3229999836348,4999,0,1,2,2
"女性",0.672864133338444,4000,0,0,4,0
"男性",0.447668940639123,5000,0,1,8,0
"男性",1.21326904767659,3000,2881,0,10,0
"男性",1.06884954759385,2000,10100,2,1,0
"女性",0.323894683360122,3000,0,0,2,0
"男性",1.07015664515086,1000,1149,1,5,2
"男性",1.59439313762356,2000,0,1,14,3
"男性",0.545891089560464,3000,1250,0,4,0
"男性",1.00706198185682,10000,0,1,2,2
"女性",0.228389836591668,3000,0,1,0,0
"男性",0,5000,0,0,1,0
"男性",1.29647413629573,3000,0,0,0,3
"男性",1.32520447993651,3000,0,3,1,2
"男性",1.0201896202378,3000,0,5,2,3
"男性",0.73351042504888,5000,0,0,1,0
"女性",1.19230852364562,5000,0,1,1,2
"男性",0.759842440844513,8000,0,13,8,3
"男性",1.27791721520014,5000,0,0,6,0
"男性",0,2000,0,0,7,0
"女性",0.901860577152111,3000,0,0,2,2
"男性",1.05005199487321,10000,5718,2,2,0
"女性",1.15273650697898,3000,0,0,7,0
"男性",0.373957998366095,10000,0,0,3,4
"男性",0,10000,0,0,2,0
"女性",0.737629536879249,5000,0,0,3,0
"女性",1.11407066566404,6000,2210,6,10,4
"男性",0.21702702275943,4000,0,1,0,2
"女性",1.24472077431157,2000,0,3,2,3
"男性",1.10698518014513,3000,0,2,0,3
"男性",0,3000,0,1,0,1
"男性",1.06585004913155,3000,9015,1,8,2
"男性",0,2000,0,0,0,2
"男性",0,3000,0,0,1,2
"男性",1.0835751354415,3000,0,1,5,2
"女性",0.886915280250832,5000,0,8,3,2
"男性",0.778885906604119,3000,0,0,12,0
"女性",0.675542032690719,5000,0,0,1,5
"男性",0,5000,0,0,1,0
"男性",1.28168136161752,3000,0,0,8,3
"男性",1.14853110988624,2000,0,2,7,3
"男性",1.05137259836774,14000,0,1,3,1
"男性",0.204737771782093,10000,0,0,1,0
"男性",0.561544657913037,4000,0,0,0,0
"女性",1.17566113425419,30000,4131,0,1,0
"男性",0,3000,0,0,0,0
"女性",0,3000,0,0,0,0
"男性",0.742209915393032,2000,0,0,0,0
"女性",0.0969622885854915,3000,0,0,3,0
"男性",0.924393120291643,5000,2316,1,1,0
"男性",0.402686169790104,15000,16943,0,0,0
"女性",0.963924656938762,3000,0,0,3,0
"女性",1.03739732241258,3000,0,0,1,2
"男性",0,5000,0,0,0,3
"男性",0.629363257018849,2000,0,0,3,0
"女性",0,3000,931,0,0,3
"男性",0.312555985613726,5000,0,0,1,0
"男性",1.2270616800664,3000,0,0,3,5
"男性",1.0965756911505,5000,0,5,2,1
"男性",0.95307433900889,3000,0,4,3,2
"女性",0,5000,391357,0,7,0
"女性",1.09610005739145,5000,0,0,0,0
"男性",0.827023877385072,10000,0,0,3,0
"男性",1.23802954837214,15000,0,0,5,0
"男性",0.711468618321233,3000,0,2,0,1
"女性",0.523365657129325,3000,0,0,3,0
"男性",1.40251524355728,3000,0,2,8,5
"男性",1.03187910055276,5000,0,0,11,5
"男性",1.22306105537806,5000,0,3,3,2
"男性",0.503049695389345,5000,0,0,1,2
"女性",0,5000,0,0,0,0
"女性",1.20214413640089,5000,0,3,0,0
"男性",0.213103711586446,1000,0,0,6,0
"男性",0,5000,0,0,0,3
"女性",1.19980346227996,5000,0,2,1,0
"男性",1.20831405177247,3000,0,2,0,2
"女性",0.938046743273735,3000,0,3,6,2
"男性",1.00208227435127,10000,0,0,8,0
"男性",0,5000,1630,0,0,2
"男性",0,10000,2964,0,1,0
"男性",0,11000,1189,0,0,0
"女性",0.466298509025946,10000,0,0,3,0
"男性",1.14063594453037,5000,0,6,15,0
"女性",0.891485845856368,3000,0,6,0,3
"男性",0.801802686993033,5000,0,3,5,3
"男性",0.563813579962589,1000,0,4,1,2
"女性",0.292009524479508,3000,0,0,1,2
"女性",0.285329883680679,3000,0,0,5,2
"男性",0.0410720793623477,2000,0,3,1,0
"女性",0.790314480443485,3000,0,3,3,2
"男性",0.388035637261346,3000,0,0,1,0
"女性",0.404382955324836,3000,1544,1,7,4
"男性",0.992368972692639,4000,0,0,1,1
"男性",1.07294741015881,5000,0,0,1,0
"男性",0.331534627797082,3000,0,0,1,2
"男性",1.06602045354433,3000,0,3,0,2
"男性",1.19160336100962,5000,3684,16,12,2
"女性",0.326250885990448,5000,1669,0,1,3
"男性",0.298713502991013,4000,2608,3,12,4
"女性",0.931403542025946,3000,0,0,0,0
"男性",1.1407815766288,5000,0,3,0,2
"女性",0.916484955432825,3000,0,0,0,2
"女性",1.02823904525489,5000,0,0,7,1
"男性",1.17649988206569,2000,0,4,8,3
"男性",0.231920111291111,5000,1664,0,2,0
"男性",0.266858184738085,5000,0,0,1,0
"男性",2.1669192481786,2000,9865,0,4,1
"男性",0,5000,0,0,0,0
"男性",1.05058309954591,8000,0,6,6,0
"男性",0.908394264425151,3000,0,4,1,2
"男性",1.18418543960433,10000,2811,3,7,0
"男性",0.562149970801547,20000,3844,1,3,0
"男性",1.16013351649046,4000,0,1,6,2
"女性",0.338718558708206,3000,0,0,2,0
"男性",1.24653363089543,3900,4668,0,16,3
"男性",0,5000,0,0,0,1
"男性",1.17296283272095,3000,0,8,0,1
"男性",1.02832954993937,5000,0,0,1,0
"男性",1.12690408395138,2000,0,8,3,2
"男性",0.441720188036561,30000,0,0,1,1
"男性",0.165608460949734,8000,0,3,4,2
"男性",0.0746496113063767,6000,0,0,0,3
"男性",0.279122801572084,1000,0,0,0,0
"男性",1.02777042477857,5000,0,7,0,3
"女性",0.160594911482185,20000,3470,0,3,0
"女性",0.377331369793974,10000,16381,0,4,0
"男性",1.03623862631153,3000,3555,0,11,1
"男性",0.880596642442979,3000,0,4,0,0
"男性",1.68557219349779,3000,0,1,8,3
"男性",0.839485283619724,10000,0,4,0,4
"女性",1.13232850820292,3000,0,2,0,2
"男性",1.06164258980658,3000,0,2,16,0
"女性",0.816256628176197,3000,0,2,0,1
"女性",0.0818454100890085,3000,0,0,1,0
"女性",0.209889705139212,2500,0,0,4,0
"女性",0,3000,925,0,0,0
"男性",0,3000,0,2,1,2
"男性",0,6000,0,3,1,6
"女性",1.15004019171465,2500,0,0,13,0
"男性",1.33993398778141,3000,0,0,5,2
"男性",0.802614726335741,3000,0,0,0,3
"男性",1.17399543853011,4000,0,0,2,1
"男性",0.899805590524338,1000,2650,0,5,0
"男性",0.0586381184542552,15000,7619,3,11,1
"男性",0.544461902072653,8000,2250,1,2,0
"男性",1.20456525985152,5000,0,0,2,3
"男性",0,3000,0,0,0,1
"男性",1.21940935894381,3000,0,0,1,2
"男性",0,5000,0,0,3,0
"男性",0,1000,0,0,0,0
"女性",1.25095950919669,3000,0,4,1,2
"女性",1.1402587284008,2000,0,0,11,2
"男性",1.06423393156379,2000,0,1,0,2
"男性",1.53523377579171,2000,0,6,18,2
"男性",0.568538616169244,5000,2411,2,3,1
"女性",0.328922433331609,5000,0,0,1,2
"男性",1.11296799577773,3000,0,3,0,2
"男性",1.23675089186057,2000,0,0,0,3
"男性",1.28723960717209,5000,0,7,4,2
"男性",0,10000,0,0,1,0
"男性",0.265728080077097,6000,0,2,0,3
"男性",1.44411875759251,3000,0,7,9,6
"男性",0.520353331640363,3000,0,1,1,2
"男性",1.95424729697872,5000,0,0,2,0
"男性",1.01785830066074,3000,0,0,0,0
"男性",0.525083302520216,3000,0,0,0,2
"女性",0.296871377746575,3000,0,0,2,0
"男性",1.08885240274016,3000,0,3,2,3
"男性",1.26419136772864,3000,0,6,2,3
"女性",0,5000,0,0,1,0
"男性",0.8628909349069,5000,0,0,0,0
"男性",0,3000,0,0,0,2
"女性",1.01719400862232,6000,3198,1,0,2
"男性",0.134641978987493,3000,0,8,0,4
"男性",1.13563085883856,5000,0,1,1,0
"男性",0.775551760899834,5000,0,0,4,1
"男性",1.23970764467027,10000,13445,0,5,0
"女性",0.960104559832253,1000,0,0,4,1
"女性",1.14410141394008,16000,0,1,2,0
"女性",0.232112406231463,30000,5489,1,2,0
"男性",0.93114243121352,3000,10535,1,5,0
"男性",0.456631491915323,4000,0,1,3,3
"女性",0,4000,0,1,0,2
"女性",1.0810712349508,2000,0,2,2,2
"男性",0.0218330656783655,5000,2107,0,1,0
"男性",0.493530097864568,4000,0,0,0,0
"男性",0,10000,0,0,1,0
"男性",0.294165925923735,3000,0,0,0,0
"男性",0.937280914043076,3000,0,0,10,1
"男性",0.256068349098787,3000,0,0,0,1
"男性",0.435721397879533,4000,0,0,0,2
"女性",0.930644498383626,5000,0,4,1,2
"男性",1.26321711302735,3000,0,7,0,3
"男性",1.02893572535366,10000,0,0,3,0
"男性",0.636589775476605,3000,0,2,0,2
"男性",0.389564026379958,5000,0,0,2,2
"女性",1.17360076948535,5000,0,0,5,0
"男性",0.168136820131913,5000,0,0,0,1
"男性",0,5000,0,0,2,3
"男性",1.54502349656541,1000,0,3,4,1
"男性",1.1729675240349,10000,0,0,11,0
"男性",0,2000,0,0,0,2
"男性",0.742207422223873,8000,0,0,1,0
"男性",1.35261640294921,5000,0,2,10,4
"男性",0.147680280515924,3000,0,0,0,0
"男性",0.962581302323379,4000,0,14,4,6
"女性",1.23150785669219,1000,0,9,0,1
"男性",1.28026702501811,5000,1843,3,2,1
"男性",0.985123710585758,3000,0,3,6,0
"男性",0.779876220589504,5000,0,0,4,0
"女性",0.637565486407839,7500,0,0,2,4
"男性",1.28985202896409,3000,0,2,0,0
"男性",0,10000,1918,0,1,0
"女性",1.43193257369101,5000,2563,0,2,0
"女性",0.630871560205705,3000,0,0,7,1
"男性",0.545930128712207,3000,0,6,0,0
"女性",0.436440670941956,3000,0,0,1,0
"男性",1.24453088582959,3000,0,2,6,0
"男性",0.5059798955312,9900,0,0,4,0
"女性",1.20465712544043,3000,0,3,0,1
"男性",1.21518555569462,3000,0,0,7,0
"男性",1.18198993551079,5000,0,1,6,0
"男性",0.249981537917629,3000,0,0,2,3
"女性",1.42456352811307,10000,3057,1,15,1
"男性",1.47867132452317,7000,0,0,9,3
"女性",0,5000,0,0,1,5
"男性",1.4633385648299,3000,0,3,12,5
"女性",0,5000,0,0,1,3
"男性",0.750331009374931,3000,1086,1,5,1
"男性",0.89059492459055,5000,0,5,3,6
"女性",0,3000,0,0,1,2
"男性",0.432202701028436,2000,0,0,6,1
"男性",0.0670687713380903,2000,0,5,0,2
"男性",1.20812009135727,3000,0,0,26,0
"男性",0.139954775762744,2000,0,0,6,1
"男性",0.897819085596129,5000,0,3,1,2
"男性",1.07435246562585,3000,0,1,1,1
"女性",0.224224642249756,30000,0,2,2,2
"女性",0,3000,0,1,0,2
"女性",1.11347739685792,10000,26322,0,1,0
"男性",1.07076409935486,3000,0,4,0,2
"男性",0.574205593448132,10000,7480,2,7,2
"女性",1.0169533673767,5000,7165,0,20,0
"男性",1.27160580310039,2000,0,11,1,3
"男性",1.27345820939168,10000,0,0,13,1
"男性",1.27742826084141,2000,0,0,7,0
"男性",0,1000,0,0,2,2
"女性",0,10000,3614,1,6,0
"男性",1.14967908962164,2000,0,3,10,7
"女性",0.368134530722164,3000,0,0,2,0
"男性",1.17282477662899,3000,0,2,0,2
"男性",1.21102642056067,10000,4518,2,5,2
"男性",1.1311748191854,6000,0,0,0,0
"女性",0.444538726694882,3000,0,0,2,0
"男性",0.232549098725431,5000,978,0,3,0
"男性",1.31505997777916,2000,0,6,11,2
"男性",0.321951014250517,5000,0,1,9,1
"男性",0,4000,0,0,0,0
"男性",0.782538703037426,10000,1618,4,5,3
"女性",1.23975454412866,5000,2243,8,0,2
"男性",0.807101863799617,3000,0,0,8,2
"女性",1.41057826250792,5000,0,3,10,1
"男性",0.794741369881667,4000,0,4,0,2
"女性",0.297882411563769,10000,0,2,1,0
"女性",1.11326366947498,2000,0,5,0,1
"男性",0.759283482688479,5000,0,0,3,0
"女性",1.07515497067012,2000,0,5,5,1
"女性",0.397874752781354,3000,0,0,3,1
"男性",0.923654423723929,3000,0,0,1,0
"男性",0.138032684093341,3000,0,0,1,0
"男性",1.10375324532855,3000,0,5,2,2
"男性",0,3000,0,0,3,2
"男性",1.17980422608089,3000,0,0,8,2
"男性",1.06635826527607,5000,0,5,2,6
"女性",0.690236539333127,3400,0,0,1,2
"男性",0.903716457276605,5000,0,4,3,2
"女性",0.124656430534087,3000,0,0,0,0
"男性",0.305098761790432,3000,0,0,0,2
"男性",1.10385627592448,3000,0,7,8,3
"男性",0.616718918387778,5000,0,2,3,0
"男性",1.11224939926993,5000,0,9,4,2
"男性",1.22905584934633,3000,0,7,4,2
"男性",0.54140520167537,3000,0,3,0,5
"男性",1.15750433213077,1500,0,3,4,1
"男性",1.78877503087278,5000,0,0,2,3
"男性",0.31853409152478,3000,0,0,0,3
"女性",1.07627380397171,5000,0,3,2,0
"男性",1.06275290566497,3000,0,0,0,0
"男性",1.26613154325634,3000,0,3,3,1
"男性",1.03904038645327,2000,0,3,10,5
"男性",0.174067819840275,2500,0,0,5,0
"女性",0.30346942412667,3000,0,1,3,1
"女性",0.182823191559874,3000,0,0,3,0
"女性",1.05003135148436,5000,0,0,5,4
"女性",0.398798273815773,3000,0,0,1,0
"男性",0.854377055261284,3000,0,1,0,3
"男性",0.584647189839743,1000,0,3,4,1
"男性",0.561934255855158,4000,0,2,0,2
"男性",0.705396285457537,5000,0,1,0,3
"男性",1.2563269693777,3000,0,9,2,1
"男性",1.34527051013894,3000,0,1,6,2
"男性",1.17441793047823,10000,4043,2,4,3
"男性",0.182808506479487,5000,0,0,1,2
"男性",1.14708854897413,2000,0,3,7,2
"女性",0.994150260253809,3000,0,0,3,1
"男性",1.07862391879316,3000,0,0,0,3
"男性",0,5000,0,4,0,3
"男性",0.629382739397697,5000,0,1,1,1
"女性",0.846863106563687,10000,2287,6,2,1
"男性",0.929962770254351,3000,0,6,0,0
"男性",1.18482397273183,2000,0,0,11,3
"女性",1.00627347788773,3000,0,4,0,0
"男性",0.773797114160843,3000,0,0,3,0
"男性",0.779487042324618,2000,0,0,2,0
"男性",0.108990875603631,5000,4293,2,0,0
"男性",0.997205867506564,3000,0,2,5,3
"男性",1.11203188300133,10000,0,0,0,2
"男性",1.08241421322804,3000,0,5,1,3
"男性",1.05697138037533,10000,0,2,0,3
"男性",0.514325265833177,2000,0,0,3,0
"男性",1.27465635411441,3000,0,0,2,0
"男性",1.23194945698138,3000,0,4,8,3
"女性",0,3000,0,0,1,3
"男性",0,20000,0,0,3,1
"女性",1.07626503806561,4000,0,0,1,0
"女性",0.36329701478593,3000,0,0,0,0
"男性",0.715767849478871,4000,0,4,0,1
"女性",0,3000,0,0,0,1
"女性",1.22239086246118,4000,0,0,1,0
"男性",1.06222663258668,2000,0,1,2,0
"女性",0.109935367591679,3000,0,0,3,0
"女性",1.32097341479734,5000,0,2,25,1
"女性",1.24793407095596,3000,0,4,1,2
"男性",1.08433192742523,2000,0,1,10,2
"女性",0.682361309868284,6000,0,0,0,5
"男性",1.33431309360079,5000,0,2,7,1
"男性",1.10792487016879,2000,0,0,15,0
"男性",1.03313997121062,2000,2803,0,4,0
"女性",0,2000,0,6,0,3
"男性",1.34798319495283,7000,0,1,20,0
"男性",1.20516517471988,3000,0,0,6,0
"女性",1.23135967878159,3000,0,5,5,1
"男性",0.989578372333199,2000,0,0,0,0
"男性",0.286829396355897,3000,1915,0,1,0
"女性",1.23958804930095,3000,0,0,1,0
"女性",1.22879305602051,6000,2172,0,0,0
"女性",0.364318434908055,3000,0,0,5,0
"男性",1.05796703509986,3000,0,2,0,2
"男性",1.25200759381987,5000,0,0,9,2
"女性",0.874647296820767,3000,0,0,1,2
"男性",0.594629353131168,7000,2010,0,0,0
"男性",0,3000,0,3,5,3
"男性",1.15912783213891,5000,1775,1,11,3
"男性",0.571076121530496,5000,0,2,0,0
"女性",1.07104875595309,3000,0,0,4,0
"女性",1.24830998187885,3000,0,6,8,4
"男性",0.0965267013013363,5000,0,0,0,2
"男性",1.00110826473683,5000,0,0,4,0
"女性",1.15748503474984,5000,0,0,2,2
"男性",0.0928858556970954,10000,0,0,3,3
"男性",0.692301050727256,5000,0,0,1,0
"男性",1.2749677804485,2000,0,16,13,3
"男性",0,3000,0,2,1,2
"女性",0.914112917943858,3000,0,0,1,2
"男性",1.18209250838496,15000,0,2,4,0
"女性",1.21925240317825,5000,0,0,10,2
"男性",1.08481026554946,1500,0,5,0,2
"男性",0.23866244643461,5000,0,0,3,1
"女性",0.761939100176096,3000,0,0,2,0
"男性",1.16739342724904,8000,0,0,5,2
"男性",1.25555827532895,3000,0,6,3,3
"男性",1.36094331745058,5000,0,1,4,2
"男性",1.01911919775885,3000,0,2,2,4
"女性",1.00371944249608,1000,0,6,8,3
"女性",0.421400832319632,5000,0,0,1,0
"女性",0,10000,2595,0,3,0
"男性",1.13086263945326,1800,0,1,3,2
"男性",0,8000,0,0,1,3
"男性",0,10000,24364,0,6,0
"女性",0.405384254502133,5000,0,0,4,0
"男性",1.53397318447009,5000,0,0,18,4
"女性",1.00296193107497,3000,0,0,7,0
"女性",1.05636016744655,3000,0,1,4,3
"男性",1.98166472214274,5000,0,0,3,3
"女性",0.252348936176859,4000,447,0,3,0
"女性",0.263593236091547,4000,0,0,0,1
"男性",0.949712193938904,5000,0,0,2,0
"男性",0,8000,0,0,0,3
"男性",1.31701638900209,5000,0,0,11,0
"男性",0.345259682177566,2000,0,0,0,2
"男性",0.722553282538429,10000,5195,0,1,0
"男性",1.04654721152969,1000,3717,0,15,3
"女性",1.16749219490215,3000,0,0,11,1
"男性",0.384617280140519,5000,0,1,0,1
"男性",1.17548048274592,1000,0,1,4,5
"女性",0.492548428508453,3000,0,3,0,1
"男性",1.06928450980224,5000,1550,0,2,1
"男性",0.673383269337937,5000,0,0,0,0
"男性",1.02524560446851,3000,0,1,0,1
"男性",0.52828823777847,3000,0,3,0,3
"女性",1.02802533853799,5000,0,1,0,2
"男性",0.956175931300968,4000,0,0,16,4
"男性",0,10000,0,0,0,0
"女性",1.11817675135564,10000,0,2,4,2
"女性",1.24836997359525,2000,0,0,1,0
"男性",1.20562677679583,3000,0,0,3,2
"女性",1.15627365154214,7000,0,1,3,0
"男性",1.02464694625232,3000,0,0,5,5
"女性",0.744720462430268,5000,0,0,4,1
"女性",0.395381417246535,3000,0,0,5,0
"男性",0.91075663081836,5000,0,0,3,2
"男性",0.946739656915888,3000,0,2,2,2
"男性",1.24051241128705,3000,0,6,5,0
"男性",1.155425128364,15000,2373,3,0,3
"男性",0.94257024214603,3000,0,1,3,1
"男性",0.22703488595318,4000,0,0,0,0
"男性",0.802536419951357,3000,0,13,0,3
"男性",0.292156261415221,3000,0,0,0,0
"男性",1.02238650210202,3000,0,5,7,3
"男性",1.06708072366659,5000,0,0,4,1
"女性",0.191507617086172,10000,893,0,5,0
"男性",0.786647442546673,3000,0,2,0,2
"女性",1.24126596865244,7000,0,6,3,2
"男性",1.02212343065999,3000,0,4,8,3
"男性",0.191654311153106,10000,0,0,1,0
"女性",0.508664038255811,5000,0,0,3,2
"男性",1.0529373767646,5500,2702,0,1,0
"男性",1.33510447354056,5000,0,3,9,4
"男性",0.566499264482409,3000,0,1,12,4
"男性",0,10000,1574,10,2,0
"女性",0,20000,10662,0,3,1
"男性",0,5000,0,0,1,0
"男性",0.306143832202069,3000,0,1,1,3
"女性",0.14579647124745,2000,0,0,3,1
"女性",0.807158272527158,5000,0,1,3,1
"女性",0.398078217096627,1000,0,0,3,0
"男性",1.10829921470024,3000,0,2,3,0
"男性",0.872303186021745,8000,0,1,4,0
"女性",0.114926553852856,20000,2009,0,0,0
"男性",1.29881612623576,2000,0,3,7,1
"男性",1.06394895757549,3000,0,17,3,1
"男性",1.21055158785544,5000,0,0,3,2
"女性",0.898891536593437,3000,0,4,12,7
"女性",0.8997799275117,3000,0,2,1,3
"男性",1.18658408202231,10000,0,0,4,3
"女性",0.291553566972725,4000,0,1,4,1
"男性",0,10000,0,0,0,2
"男性",0.950404038815759,3500,0,0,8,0
"女性",0.625366195342503,3000,0,1,2,0
"男性",1.0446335667558,3000,3814,5,1,2
"男性",1.21605610998347,2600,0,0,4,1
"男性",0.475525584882125,8000,2613,0,4,0
"男性",0.729445661227219,5000,0,0,3,0
"女性",1.36819879150949,3000,0,0,1,1
"男性",0,5000,0,0,0,0
"男性",1.30299615774304,1000,0,2,2,1
"女性",0,3000,0,0,1,0
"女性",0.315534628839232,4999,1232,1,3,1
"男性",0.446067288052291,3000,3891,0,5,0
"女性",1.01186721124221,3000,2021,0,0,2
"男性",0.759872923316434,3000,0,0,5,1
"男性",2.07341857059393,2000,0,0,16,3
"男性",0.829567598998546,8000,0,4,0,5
"男性",1.12416963254102,3000,0,4,14,5
"女性",0,8000,0,0,1,0
"女性",0.671860530413687,3000,0,0,1,3
"女性",0.816463940162212,3000,0,3,0,2
"男性",0.116973030329682,3000,0,5,1,2
"女性",0.448365063504316,3000,0,3,2,4
"男性",0.828342874255031,5000,0,2,0,0
"男性",1.27997098650318,3000,0,10,0,6
"男性",1.11299425749574,6000,0,2,13,3
"男性",0,3000,0,0,3,0
"女性",0.748628556998447,3000,0,5,1,2
"男性",0.847400189447217,5000,0,0,6,0
"男性",0.77488586417865,3000,0,0,2,0
"男性",0.480467785121873,3000,0,1,0,0
"女性",0.510052768709138,5000,0,2,4,1
"男性",1.28449086185545,2000,0,4,5,3
"男性",0.342597679523751,10000,3718,0,2,0
"男性",0.499307943494059,20000,0,3,4,3
"女性",0.281514877355658,3000,0,0,0,0
"男性",0.653801263822243,3000,0,0,0,2
"女性",1.0808764366433,1000,344,0,11,0
"男性",1.09246223753784,5000,0,1,1,3
"女性",0.144867463903502,9000,0,0,4,0
"男性",1.21470925331581,2000,0,7,0,3
"男性",1.06436790807638,5000,0,0,18,3
"男性",0,5000,0,0,1,0
"男性",0.829642210272141,5000,10015,1,4,1
"男性",0,5000,0,0,1,7
"男性",0.813251785971224,5000,0,0,3,0
"女性",1.23149906843901,3000,0,5,2,1
"女性",0.881619989387691,3000,0,1,1,1
"男性",1.01609056981746,10000,0,3,3,0
"男性",1.21883020513225,3000,0,0,1,2
"女性",0.579367682877928,3000,0,0,0,0
"女性",1.01800184143707,5000,0,4,4,4
"男性",0,5000,0,3,4,3
"女性",1.16369511015248,2000,0,3,0,2
"男性",1.07694213746581,8000,0,10,4,1
"女性",1.19432237269357,7000,1925,0,12,0
"男性",1.25825837840326,6000,0,8,3,0
"女性",0.0779852394526824,5000,0,0,2,2
"男性",1.58694631289691,2000,0,0,8,3
"男性",0.423902445905842,2500,0,4,0,2
"男性",0.991039998717606,3000,0,1,1,2
"女性",0.719276283206418,2000,0,3,0,2
"男性",1.08816759691574,3000,0,3,0,2
"男性",1.15673205716535,2000,0,0,7,1
"女性",1.09089134353679,3000,0,0,1,2
"男性",1.0680040596053,3000,0,1,4,5
"男性",0,3000,0,0,0,0
"男性",0,5000,0,0,3,0
"男性",0.528035021768883,5000,0,2,1,3
"女性",0.357654654155485,10000,2450,0,1,0
"男性",1.15106988462154,5000,0,3,1,1
"男性",1.19911104729399,3000,0,2,3,3
"男性",1.08776845753659,4400,0,0,15,1
"男性",1.13726593753323,5000,0,1,1,0
"男性",0.934985495554283,11000,3056,0,1,2
"男性",1.01021402467042,3000,0,0,0,1
"女性",0,3000,0,0,2,0
"男性",1.21486238245852,10000,0,2,3,0
"男性",1.04916742848232,3000,1500,7,2,4
"男性",1.17414085896686,3000,0,3,0,2
"男性",1.08559595379047,5000,2266,0,2,0
"男性",0.761432758811861,2000,0,2,12,2
"女性",0,5000,408,0,3,2
"男性",0.798323738826439,5000,0,0,10,4
"女性",0,5000,0,0,0,0
"男性",1.16563253454398,10000,0,4,2,0
"女性",0.906083040875383,3000,1588,3,11,2
"女性",0.225886070020497,1000,0,0,0,0
"男性",0.518410841757432,3000,0,1,0,0
"男性",1.18330137643032,5000,0,3,0,3
"男性",1.14502580638509,2000,1234,0,4,1
"男性",0.920278547229245,3000,0,0,0,0
"男性",1.06932837156113,3000,0,1,2,5
"男性",0,10000,2126,1,4,1
"男性",0.145428940923885,30000,1757,0,0,0
"男性",0,5000,0,0,6,3
"男性",0.647945793871768,3000,0,0,4,0
"男性",1.09543060888536,15000,11170,1,8,0
"男性",0,3000,0,1,1,0
"女性",1.2067144966824,5000,2197,6,7,3
"男性",1.24255174865015,6000,0,0,10,2
"男性",1.04938328068703,2000,0,8,13,4
"女性",0.356542391735129,5000,0,4,15,2
"男性",1.21926903413609,3000,0,8,8,2
"男性",1.0446266872948,5000,0,2,1,2
"女性",0.28743509307038,3000,0,0,0,0
"男性",1.0967339901533,5000,0,1,0,2
"男性",0.934779165610671,3000,1142,1,6,3
